instance_name,index_of_system,number_of_subsystems,method_name,used_time,initial_node_count,node_count,remained_node,time_limit,best_solution_value,best_solution
rrap_ns8_nh5_m2_g0.5_seed1,7,8,BB,544.519,390625,9674344,0,0,0.992606,"0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	"
rrap_ns8_nh5_m2_g0.5_seed2,7,8,BB,2312.33,390625,43421960,0,0,0.99342,"0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	1	"
rrap_ns8_nh5_m2_g0.5_seed3,7,8,BB,3600,390625,70789678,306556,1,0.993813,"0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4	"
rrap_ns8_nh5_m2_g0.5_seed4,7,8,BB,3600,390625,70627746,339166,1,0.997024,"0	0	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	"
rrap_ns8_nh6_m2_g0.5_seed1,7,8,BB,3600,1679616,62571078,1227936,1,0.9948,"0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	0	"
rrap_ns8_nh6_m2_g0.5_seed2,7,8,BB,3600,1679616,59001307,1473585,1,0.995581,"0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	"
rrap_ns8_nh6_m2_g0.5_seed3,7,8,BB,3600,1679616,61599250,1458476,1,0.994485,"0	0	0	0	0	1	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	"
rrap_ns8_nh6_m2_g0.5_seed4,7,8,BB,3600,1679616,63202240,1574240,1,0.996396,"0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	"
rrap_ns9_nh2_m2_g0.5_seed1,8,9,BB,30.2684,512,835046,0,0,0.97158,"3	0	0	2	0	1	3	0	0	1	1	0	1	0	4	0	0	1	"
rrap_ns9_nh2_m2_g0.5_seed2,8,9,BB,10.5163,512,275643,0,0,0.974656,"0	1	4	0	1	0	1	0	0	1	0	4	1	0	0	1	3	0	"
rrap_ns9_nh2_m2_g0.5_seed3,8,9,BB,0.191378,512,5862,0,0,0.84505,"2	0	2	0	0	1	0	1	1	0	2	0	1	0	0	2	0	1	"
rrap_ns9_nh2_m2_g0.5_seed4,8,9,BB,2.2454,512,61684,0,0,0.925978,"1	0	3	1	1	0	1	0	1	0	0	2	0	1	1	0	3	0	"
rrap_ns9_nh3_m2_g0.5_seed1,8,9,BB,996.275,19683,22777698,0,0,0.964403,"1	0	0	0	4	0	0	1	0	0	0	1	0	0	3	1	0	0	0	1	0	0	1	2	1	0	0	"
rrap_ns9_nh3_m2_g0.5_seed2,8,9,BB,1885.85,19683,45107694,0,0,0.969737,"3	0	0	1	0	0	1	0	0	3	0	0	0	0	1	0	1	0	1	0	0	4	0	0	0	0	1	"
rrap_ns9_nh3_m2_g0.5_seed3,8,9,BB,436.312,19683,8736483,0,0,0.975499,"0	0	1	0	0	4	0	0	1	0	1	0	0	1	0	0	1	2	1	0	0	0	1	0	3	0	0	"
rrap_ns9_nh3_m2_g0.5_seed4,8,9,BB,2389.25,19683,49611330,0,0,0.983228,"0	0	1	0	2	2	1	0	0	1	0	0	1	0	0	3	0	0	1	0	0	0	2	0	0	0	3	"
rrap_ns9_nh4_m2_g0.5_seed1,8,9,BB,16.6918,262144,522744,0,0,0.90172,"0	2	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	3	0	0	0	1	0	"
rrap_ns9_nh4_m2_g0.5_seed2,8,9,BB,767.657,262144,14812957,0,0,0.932565,"0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	"
rrap_ns9_nh4_m2_g0.5_seed3,8,9,BB,3600,262144,68474163,137941,1,0.965866,"0	0	0	1	3	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	3	0	0	0	1	0	0	0	"
rrap_ns9_nh4_m2_g0.5_seed4,8,9,BB,3600,262144,63624710,45201,1,0.971696,"0	0	0	1	0	0	0	3	0	0	0	1	1	0	0	0	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	"
rrap_ns9_nh5_m2_g0.5_seed1,8,9,BB,3600,1953125,54323187,1212506,1,0.95632,"0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	"
rrap_ns9_nh5_m2_g0.5_seed2,8,9,BB,3600,1953125,53900697,407529,1,0.945842,"0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	"
rrap_ns9_nh5_m2_g0.5_seed3,8,9,BB,71.842,1953125,2940451,0,0,0.88103,"0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	"
rrap_ns9_nh5_m2_g0.5_seed4,8,9,BB,3600,1953125,56512199,1672508,1,0.96666,"0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	"
rrap_ns9_nh6_m2_g0.5_seed1,8,9,BB,3600,10077696,51755217,9575964,1,0.958221,"0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	"
rrap_ns9_nh6_m2_g0.5_seed2,8,9,BB,703.045,10077696,17326847,0,0,0.91873,"0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	"
rrap_ns9_nh6_m2_g0.5_seed3,8,9,BB,1207.23,10077696,23776292,0,0,0.923015,"2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	"
rrap_ns9_nh6_m2_g0.5_seed4,8,9,BB,3600,10077696,54054698,10003690,1,0.972564,"0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	"
rrap_ns10_nh2_m2_g0.5_seed1,9,10,BB,35.5788,1024,759641,0,0,0.920926,"1	0	0	1	3	0	2	1	1	0	0	1	2	0	0	1	1	0	1	3	"
rrap_ns10_nh2_m2_g0.5_seed2,9,10,BB,51.8994,1024,1136083,0,0,0.914819,"0	1	0	1	1	2	3	0	1	0	1	0	0	2	1	0	1	0	4	0	"
rrap_ns10_nh2_m2_g0.5_seed3,9,10,BB,7.64659,1024,144667,0,0,0.894552,"1	0	0	1	2	0	0	3	0	1	0	1	1	0	1	0	2	0	0	4	"
rrap_ns10_nh2_m2_g0.5_seed4,9,10,BB,6.64772,1024,130837,0,0,0.89479,"0	1	0	1	1	0	1	0	3	0	3	0	0	1	0	2	1	0	0	3	"
rrap_ns10_nh3_m2_g0.5_seed1,9,10,BB,1184.33,59049,18208756,0,0,0.894818,"0	1	0	0	0	1	0	0	3	0	1	2	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	4	"
rrap_ns10_nh3_m2_g0.5_seed2,9,10,BB,3600,59049,59607032,33384,1,0.940866,"0	1	0	0	0	1	3	0	0	0	4	0	0	0	1	0	1	0	1	0	0	0	2	0	1	0	0	0	0	4	"
rrap_ns10_nh3_m2_g0.5_seed3,9,10,BB,202.293,59049,3260731,0,0,0.883843,"1	0	0	0	0	1	2	0	0	0	2	0	0	0	1	0	0	1	2	0	0	1	0	0	0	1	0	4	0	0	"
rrap_ns10_nh3_m2_g0.5_seed4,9,10,BB,369.062,59049,6135968,0,0,0.859488,"1	0	0	0	0	1	1	0	0	1	0	1	0	0	2	2	0	0	1	0	0	0	0	1	0	0	1	3	0	0	"
rrap_ns10_nh4_m2_g0.5_seed1,9,10,BB,3600,1048576,53253510,788823,1,0.900477,"0	0	0	1	0	1	0	0	3	0	0	0	2	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	2	2	0	0	"
rrap_ns10_nh4_m2_g0.5_seed2,9,10,BB,3600,1048576,53450970,937404,1,0.894429,"0	0	0	1	0	0	0	1	3	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	1	"
rrap_ns10_nh4_m2_g0.5_seed3,9,10,BB,3600,1048576,51885253,745060,1,0.901151,"0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	2	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	1	0	0	3	0	0	"
rrap_ns10_nh4_m2_g0.5_seed4,9,10,BB,3600,1048576,123106631,942523,1,0.928537,"0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	3	0	0	0	3	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	3	0"
rrap_ns10_nh5_m2_g0.5_seed1,9,10,BB,3600,9765625,71949423,9429887,1,0.901497,"0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	"
rrap_ns10_nh5_m2_g0.5_seed2,9,10,BB,3600,9765625,63242840,8157432,1,0.897404,"0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	"
rrap_ns10_nh5_m2_g0.5_seed3,9,10,BB,3600,9765625,71622573,9104423,1,0.888603,"0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	"
rrap_ns10_nh5_m2_g0.5_seed4,9,10,BB,3600,9765625,75829932,9707364,1,0.927211,"0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	3	0	0	0	0	"
rrap_ns10_nh6_m2_g0.5_seed1,9,10,BB,3600,60466176,98941833,24019080,1,0.856756,"0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	"
rrap_ns10_nh6_m2_g0.5_seed2,9,10,BB,3600,60466176,85904571,60443470,1,0.933879,"0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	2	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	"
rrap_ns10_nh6_m2_g0.5_seed3,9,10,BB,3600,60466176,116468888,57994142,1,0.895808,"0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	"
rrap_ns10_nh6_m2_g0.5_seed4,9,10,BB,3600,60466176,89333824,60408267,1,0.927218,"0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	"
rrap_ns10_nh2_m2_g0.5_seed1,10,10,BB,3.62523,1024,53803,0,0,0.824682,"1	0	0	1	1	0	2	1	3	0	0	1	1	0	1	0	3	0	0	3	"
rrap_ns10_nh2_m2_g0.5_seed2,10,10,BB,2.33077,1024,24576,0,0,0.827934,"1	0	0	1	1	0	3	0	2	1	1	0	1	0	1	0	2	1	3	0	"
rrap_ns10_nh2_m2_g0.5_seed3,10,10,BB,0.567515,1024,9140,0,0,0.771931,"0	1	0	1	1	0	0	2	0	3	1	0	0	1	0	1	3	0	0	3	"
rrap_ns10_nh2_m2_g0.5_seed4,10,10,BB,0.690123,1024,10923,0,0,0.718651,"0	1	1	0	1	0	3	0	3	0	1	0	1	0	0	1	0	2	0	3	"
rrap_ns10_nh3_m2_g0.5_seed1,10,10,BB,153.551,59049,2095340,0,0,0.742226,"0	1	0	0	0	1	0	0	1	0	2	1	0	2	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	3	"
rrap_ns10_nh3_m2_g0.5_seed2,10,10,BB,551.903,59049,5838965,0,0,0.853353,"1	0	0	1	0	0	1	0	0	3	0	0	0	0	3	0	1	0	1	0	0	0	1	0	0	0	3	0	0	3	"
rrap_ns10_nh3_m2_g0.5_seed3,10,10,BB,37.0624,59049,505886,0,0,0.767578,"1	0	0	0	1	0	1	0	0	0	2	0	0	1	1	0	0	1	1	0	0	1	0	0	0	3	0	3	0	0	"
rrap_ns10_nh3_m2_g0.5_seed4,10,10,BB,52.2068,59049,756633,0,0,0.70058,"1	0	0	0	1	0	1	0	0	0	0	2	0	0	2	1	0	0	0	1	0	0	1	0	0	0	2	3	0	0	"
rrap_ns10_nh4_m2_g0.5_seed1,10,10,BB,3600,1048576,42694640,49401,1,0.768061,"0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	3	2	1	0	0	"
rrap_ns10_nh4_m2_g0.5_seed2,10,10,BB,3600,1048576,45831871,618741,1,0.769873,"0	0	0	1	0	1	0	0	1	0	0	0	0	1	2	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	2	0	"
rrap_ns10_nh4_m2_g0.5_seed3,10,10,BB,3600,1048576,44672800,6890,1,0.746275,"1	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	3	0	0	1	1	0	"
rrap_ns10_nh4_m2_g0.5_seed4,10,10,BB,3600,1048576,44016490,889483,1,0.805596,"0	0	0	1	0	1	0	0	0	0	1	0	0	0	3	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	3	0	0	0	2	0	0	1	"
rrap_ns10_nh5_m2_g0.5_seed1,10,10,BB,3600,9765625,67094531,8910152,1,0.742155,"0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	2	0	0	0	0	"
rrap_ns10_nh5_m2_g0.5_seed2,10,10,BB,3600,9765625,57371379,5975640,1,0.739831,"0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	"
rrap_ns10_nh5_m2_g0.5_seed3,10,10,BB,3600,9765625,60206102,7571729,1,0.72958,"0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	2	0	0	"
rrap_ns10_nh5_m2_g0.5_seed4,10,10,BB,3600,9765625,61840263,9471909,1,0.833224,"0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	1	0	0	3	0	0	0	0	"
rrap_ns10_nh6_m2_g0.5_seed1,10,10,BB,3594.4,60466176,115010817,0,0,0.583738,"0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	"
rrap_ns10_nh6_m2_g0.5_seed2,10,10,BB,3600,60466176,81205124,60383740,1,0.845142,"0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	"
rrap_ns10_nh6_m2_g0.5_seed3,10,10,BB,3600,60466176,94870025,57203665,1,0.729537,"0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	"
rrap_ns10_nh6_m2_g0.5_seed4,10,10,BB,3600,60466176,84978220,60287334,1,0.833295,"0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	2	0	0	0	1	0	"
